Generation, ID,x1, y1, z1, power1, velocity1, x2, y2, z2, power2, velocity2, x3, y3, z3, power3, velocity3, fitness(distance from start), parent1, parent2
0.000000000000000000e+00,1.000000000000000000e+00,5.872700594236812677e-01,8.753571532049581050e-01,7.659969709057026233e-01,1.973169683940732000e+00,5.780093202212182923e+00,4.779972601681013455e-01,4.290418060840997527e-01,8.330880728874676677e-01,2.022300234864176094e+00,8.540362888980226330e+00,4.102922471479012456e-01,8.849549260809972395e-01,8.162213204002108924e-01,-5.753217786434476899e+00,5.909124836035503314e+00,7.113493205180939860e+00,nan,nan
0.000000000000000000e+00,2.000000000000000000e+00,4.917022549267169307e-01,5.521211214797688838e-01,6.623782158161188871e-01,-1.361099627157684733e+00,6.456145700990209235e+00,7.059264473611897017e-01,4.697469303260209395e-01,5.460723242676090994e-01,-2.672763134126165951e+00,7.280349921085179865e+00,7.925879806965068219e-01,4.998368910791798903e-01,6.571172192068057694e-01,1.848291377240849354e+00,5.232252063599988290e+00,6.305727286520466990e+00,nan,nan
0.000000000000000000e+00,3.000000000000000000e+00,7.037724259507192048e-01,4.852620618436457867e-01,4.325257964926397802e-01,8.977710745066664444e+00,9.828160165372796797e+00,8.041986740582305337e-01,5.523068845866854204e-01,4.488360570031919572e-01,3.684660530243137888e+00,7.200762468698006735e+00,4.610191174223894350e-01,6.475884550556351149e-01,4.171942605576092200e-01,8.186408041575640837e+00,6.293899908000084586e+00,6.221186583310741369e+00,nan,nan
0.000000000000000000e+00,4.000000000000000000e+00,7.312611421769910081e-01,5.558555380447054439e-01,6.600340105889054287e-01,9.342055868655929629e-01,5.924272277627634864e+00,8.847923138822793021e-01,7.875664116805572990e-01,8.697494707820945248e-01,7.896547008552976976e+00,7.989499894055425600e+00,8.609371175115584363e-01,4.442462510259597708e-01,4.979914312095726214e-01,-9.095454221789239568e+00,6.626651653816321819e+00,5.885003327058861089e+00,nan,nan
0.000000000000000000e+00,5.000000000000000000e+00,5.943386448447409709e-01,5.356745158869480328e-01,8.143687545759646929e-01,-2.864933466128214423e+00,6.404672548436903590e+00,6.713480415791241995e-01,4.704621124873813454e-01,8.010984903770198562e-01,-8.508987126404583989e+00,9.934434683002585587e+00,7.861223846483287314e-01,4.993578407670862251e-01,4.027610585618012218e-01,6.309228569096683614e+00,8.534286719238085794e+00,4.948461333473231250e+00,nan,nan
0.000000000000000000e+00,6.000000000000000000e+00,7.645035840204936761e-01,7.856351733429729478e-01,4.370223258670452027e-01,-2.830685429114547791e+00,5.579345297625648570e+00,8.315517129377967276e-01,7.116490634137789817e-01,5.654490124263246154e-01,-8.728832994279526858e+00,6.554911608578311011e+00,5.625916610133735452e-01,7.648030891690320576e-01,7.187787356776065284e-01,7.744254851526530814e+00,7.361074625809746586e+00,4.946559681936343544e+00,nan,nan
0.000000000000000000e+00,7.000000000000000000e+00,4.597971229691508732e-01,7.566223936114975235e-01,7.803925243084487429e-01,1.225543951389924668e+00,8.854835899772805163e+00,6.468977981821953938e-01,6.613664146909969954e-01,6.137705091792748924e-01,-9.491617465118096675e+00,5.539457134966522034e+00,4.157145928433671478e-01,7.182052056318901645e-01,5.571779905381633036e-01,1.714138232940554118e-01,9.537832369630464768e+00,4.863790937234101719e+00,nan,nan
0.000000000000000000e+00,8.000000000000000000e+00,5.246461145744374388e-01,6.051914615178148882e-01,7.777755692715243585e-01,-5.424036690167550745e+00,5.384899549143964848e+00,5.448757264568839798e-01,4.806106436270022320e-01,8.648488261712865555e-01,6.162407591288339148e+00,8.167018782552117884e+00,8.357302950938588770e-01,8.018360384495573090e-01,4.932850294430179416e-01,7.851179969799555458e+00,7.696711209578253943e+00,3.871791475778910474e+00,nan,nan
0.000000000000000000e+00,9.000000000000000000e+00,8.037200775820312337e-01,8.480456499617465838e-01,5.590017374859319599e-01,-7.798961509446464824e+00,6.139675812709707969e+00,6.135538943131282341e-01,8.090073829612465239e-01,8.303652916281717422e-01,-9.860957389376185489e+00,7.553736512887828880e+00,6.087055015743895181e-01,5.110539052353650913e-01,4.599326836668414242e-01,-3.247696571927440878e+00,9.714548519562596240e+00,3.775204750805896570e+00,nan,nan
0.000000000000000000e+00,1.000000000000000000e+01,5.616014660103776368e-01,6.593953108716830158e-01,7.515094794475889461e-01,-2.727407952414120373e+00,9.858910413604803580e+00,8.812236474710556378e-01,5.258911479126820998e-01,6.486242529461927475e-01,-3.982433803664606753e+00,6.424202471887338284e+00,4.184434736772664198e-01,7.047821669899484442e-01,6.513395116144307107e-01,-8.970424975000213408e+00,6.393232321183057287e+00,3.694255472405095109e+00,nan,nan
0.000000000000000000e+00,1.100000000000000000e+01,8.541329429833268705e-01,5.197809453334862884e-01,4.724474360456115685e-01,-2.109447944487397031e-01,9.928252270553002745e+00,5.210276357557501736e-01,7.360677737029392986e-01,7.808098076643588126e-01,-5.247249120152006618e+00,8.641081743059297438e+00,5.838915663596266903e-01,7.161529152967898160e-01,7.167648553804473188e-01,7.154936814951695645e-01,5.451448850272041291e+00,3.601884642517901192e+00,nan,nan
